sido,sigungu,doro,address,crosswalk_id,crosswalk_type,highland,crosswalk_lat,crosswalk_lon,roadnum,crosswalk_width,crosswalk_length,signal,button,sound_signal,bump,braille_block,spotlight,org_code
전북특별자치도,군산시,군산산단로,전북특별자치도 군산시 비응도동 9,군산시-01476,1,N,35.96414308,126.540449,6,10.0,30.0,Y, , ,Y,Y, ,4671000
경상남도,거제시,거제대로,경상남도 거제시 아양동 34,61,1,N,34.86331846,128.7029645,2,4.0,12.0,Y,N,N,Y,N,Y,5370000
전북특별자치도,군산시,가도로,전북특별자치도 군산시 소룡동 1672,군산시-01451,1,N,35.957888,126.567622,6,8.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,가도로,전북특별자치도 군산시 소룡동 1673,군산시-01452,1,N,35.957885,126.5687218,4,6.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,가도로,전북특별자치도 군산시 오식도동 859-37,군산시-01453,1,N,35.95715435,126.5646879,2,6.0,14.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,가도로,전북특별자치도 군산시 소룡동 1672,군산시-01454,1,N,35.957888,126.567622,6,8.0,20.0,Y, , ,Y,Y, ,4671000
경상남도,거제시,옥포로13길,경상남도 거제시 옥포동 557,597,1,N,34.89078987,128.6896866,2,4.0,9.0,Y,N,N,Y,Y,N,5370000
경상남도,거제시,거제대로,경상남도 거제시 아양동 34,59,1,N,34.86331846,128.7029645,9,6.0,32.0,Y,N,N,Y,N,Y,5370000
경기도,포천시,청군로,경기도 포천시 군내면 구읍리 734-8,31270-CW-00021,1,N,37.8943768,127.2056641,3,4.5,8.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,호국로,경기도 포천시 군내면 구읍리 733-17,31270-CW-00022,4,N,37.8951357,127.204444,5,6.5,17.0,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,호병로,경기도 포천시 군내면 구읍리 712-18,31270-CW-00023,1,N,37.8922924,127.2023358,3,4.5,11.5,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,호국로,경기도 포천시 군내면 하성북리 726-6,31270-CW-00025,4,N,37.8972796,127.205928,5,6.5,16.5,Y,N,Y,Y,N,Y,5600000
경기도,포천시,호국로,경기도 포천시 군내면 하성북리 669-11,31270-CW-00026,4,N,37.8970906,127.2058081,5,9.0,15.0,Y,N,Y,N,N,Y,5600000
경기도,포천시,청성로,경기도 포천시 군내면 하성북리 770-15,31270-CW-00028,4,N,37.9045147,127.2107579,4,6.5,14.5,Y,N,N,Y,Y,Y,5600000
경기도,포천시,호국로,경기도 포천시 군내면 하성북리 522-3,31270-CW-00030,4,N,37.9045909,127.2109401,5,6.0,17.5,Y,N,N,Y,Y,Y,5600000
경기도,포천시,청성로,경기도 포천시 군내면 하성북리 522-7,31270-CW-00032,1,N,37.9043246,127.2112719,5,6.0,15.5,Y,N,Y,Y,Y,Y,5600000
경상남도,거제시,옥포로,경상남도 거제시 아주동 754,569,1,N,34.87422935,128.6920267,3,4.0,12.0,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,옥포성안로,경상남도 거제시 옥포동 569,571,1,N,34.89267414,128.6946554,4,6.0,22.0,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,옥포성안로,경상남도 거제시 옥포동 373,578,1,N,34.88990344,128.6941666,3,6.0,12.5,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,옥포성안로,경상남도 거제시 옥포동 568,579,1,N,34.89009206,128.6920521,3,6.0,12.0,Y,N,N,Y,Y,Y,5370000
경상남도,합천군,동부로,경상남도 합천군 율곡면 낙민리 1130-1,H-085,2,N,35.5799742,128.2240507,4,6.5,22.0,Y, , , ,N, ,5480000
경상남도,합천군,동부로,경상남도 합천군 율곡면 낙민리 산 88-2,H-086,2,N,35.5787128,128.2378612,4,6.5,32.0,Y, , , ,N, ,5480000
경상남도,합천군,동부로,경상남도 합천군 대양면 정양리 104-4,H-087,1,N,35.5559135,128.1643204,4,6.5,16.0,Y, , , ,N, ,5480000
경상남도,합천군,동부로,경상남도 합천군 초계면 초계리 406-4,H-088,2,N,35.5593604,128.2596561,3,4.5,20.0,Y, , , ,N, ,5480000
경상남도,합천군,합천호수로,경상남도 합천군 용주면 고품리 180-1,H-089,1,N,35.5506454,128.1129996,5,6.5,25.0,Y, , , ,N, ,5480000
경상남도,합천군,합천호수로,경상남도 합천군 대병면 회양리 1825-8,H-090,1,N,35.5241767,128.0264321,4,6.5,18.0,Y, , , ,N, ,5480000
경기도,포천시,포천로,경기도 포천시 군내면 유교리 104-4,31270-CW-00003,1,N,37.8643761,127.2077428,7,6.0,24.0,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 군내면 구읍리 402-7,31270-CW-00004,1,N,37.8789755,127.2143111,7,23.7,6.2,Y,N,N,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 군내면 용정리 41,31270-CW-00006,4,N,37.8836744,127.2115397,5,6.2,18.6,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 군내면 용정리 261-2,31270-CW-00008,4,N,37.883765,127.2112984,3,6.1,10.7,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 군내면 용정리 261-2,31270-CW-00009,4,N,37.8839067,127.211367,5,6.2,18.0,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 군내면 용정리 41-2,31270-CW-00011,4,N,37.883841,127.2116027,2,6.0,11.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 군내면 구읍리 738-16,31270-CW-00012,1,N,37.8855253,127.2106071,5,6.2,18.7,Y,N,N,Y,Y,Y,5600000
경기도,포천시,청군로,경기도 포천시 군내면 구읍리 산 5-37,31270-CW-00014,4,N,37.8896784,127.209502,3,6.5,15.5,Y,N,N,Y,Y,Y,5600000
경기도,포천시,포천로,경기도 포천시 군내면 구읍리 738-49,31270-CW-00015,4,N,37.8895819,127.2093085,5,8.0,22.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,용정경제로,경기도 포천시 군내면 구읍리 606-4,31270-CW-00016,4,N,37.8896703,127.2089478,4,8.0,28.5,Y,N,N,Y,Y,Y,5600000
경상남도,합천군,서부로,경상남도 합천군 대병면 회양리 113,H-072,1,N,35.5061495,128.0240981,3,4.5,12.0,Y, , , ,N, ,5480000
경상남도,합천군,합천호수로,경상남도 합천군 용주면 월평리 692-1,H-073,1,N,35.5692792,128.1286033,4,6.5,16.0,Y, , , ,N, ,5480000
경상남도,합천군,가야산로,경상남도 합천군 야로면 야로리 381-5,H-074,2,N,35.7140177,128.1675621,5,6.5,35.0,Y, , , ,N, ,5480000
경상남도,합천군,가야산로,경상남도 합천군 야로면 매촌리 302-11,H-075,1,N,35.7201151,128.1645242,4,6.5,17.0,Y, , , ,N, ,5480000
경상남도,합천군,가야산로,경상남도 합천군 야로면 월광리 528,H-076,2,N,35.7336558,128.1559182,5,6.5,30.0,Y, , , ,N, ,5480000
경상남도,합천군,가야산로,경상남도 합천군 야로면 하림리 778-2,H-077,2,N,35.7431585,128.1468596,4,6.5,30.0,Y, , , ,N, ,5480000
경상남도,합천군,대야로,경상남도 합천군 대양면 정양리 613,H-078,1,N,35.558416,128.1667192,4,6.5,22.0,Y, , , ,N, ,5480000
경상남도,합천군,동부로,경상남도 합천군 율곡면 문림리 353-10,H-079,2,N,35.5673486,128.1910852,4,6.5,32.0,Y, , , ,N, ,5480000
경상남도,합천군,동부로,경상남도 합천군 율곡면 문림리 372-3,H-080,1,N,35.5676926,128.1957967,4,6.5,16.0,Y, , , ,N, ,5480000
경상남도,합천군,동부로,경상남도 합천군 율곡면 영전리 산53-2,H-081,2,N,35.5721349,128.2074248,4,6.5,25.0,Y, , , ,N, ,5480000
경상남도,합천군,동부로,경상남도 합천군 율곡면 영전리 596,H-082,2,N,35.5722505,128.2083739,4,6.5,25.0,Y, , , ,N, ,5480000
경상남도,합천군,동부로,경상남도 합천군 율곡면 영전리 498-2,H-083,1,N,35.5740325,128.2150314,4,6.5,18.0,Y, , , ,N, ,5480000
경상남도,합천군,동부로,경상남도 합천군 율곡면 영전리 776,H-084,1,N,35.5733072,128.2173794,4,6.5,18.0,Y, , , ,N, ,5480000
경상남도,김해시,김해대로2355번길,경상남도 김해시 부원동 606-13,1534,1,N,35.22646624,128.8838997,3,4.0,0.0,Y,N,N,Y,Y,N,5350000
경상남도,김해시,호계로,경상남도 김해시 부원동 615-1,1533,1,N,35.228032,128.8853407,4,6.0,11.85,Y,N,N,Y,Y,Y,5350000
경상남도,합천군,대야로,경상남도 합천군 합천읍 합천리 319-37,H-016,1,N,35.5659656,128.1630612,5,6.5,22.0,Y, , , ,Y, ,5480000
경상남도,합천군,대야로,경상남도 합천군 합천읍 합천리 324-7,H-017,1,N,35.5664613,128.1630733,5,6.5,22.0,Y, , , ,N, ,5480000
경상남도,합천군,동부로,경상남도 합천군 초계면 초계리 184-5,H-001,1,N,35.5576761,128.2632356,4,6.5,18.0,Y, , , ,N, ,5480000
경상남도,합천군,문화로,경상남도 합천군 합천읍 합천리 898-1,H-003,1,N,35.5608803,128.157381,4,6.5,18.0,Y, , , ,N, ,5480000
전북특별자치도,군산시,미성로,전북특별자치도 군산시 산북동 2563-4,군산시-01410,1,N,35.96011632,126.631632,4,3.0,7.0,Y, , ,N,N, ,4671000
전북특별자치도,군산시,옥성북길,전북특별자치도 군산시 산북동 2568-6,군산시-01411,1,N,35.960187,126.631122,4,3.0,7.0,Y, , ,N,N, ,4671000
전북특별자치도,군산시,외항로,전북특별자치도 군산시 소룡동 1656,군산시-01412,1,N,35.959418,126.6003734,7,6.0,26.0,Y, , ,N,N, ,4671000
전북특별자치도,군산시,자유로,전북특별자치도 군산시 소룡동 1656,군산시-01413,1,N,35.959418,126.6003734,5,6.0,18.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,공단대로,전북특별자치도 군산시 지곡동 285-1,군산시-01381,4,N,35.960658,126.7054436,6,6.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,백토로,전북특별자치도 군산시 지곡동 285-1,군산시-01382,4,N,35.960658,126.7054436,8,6.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,공단대로,전북특별자치도 군산시 나운동 1493-33,군산시-01383,4,N,35.961036,126.705269,2,6.0,22.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,하나운로,전북특별자치도 군산시 나운동 158,군산시-01384,1,Y,35.96070151,126.6994042,4,4.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,하나운로,전북특별자치도 군산시 나운동 158,군산시-01387,1,Y,35.96070151,126.6994042,4,4.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,하나운로,전북특별자치도 군산시 나운동 158,군산시-01388,1,N,35.96070151,126.6994042,4,6.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,의료원로,전북특별자치도 군산시 나운동 159,군산시-01389,1,Y,35.959079,126.6989225,4,8.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,의료원로,전북특별자치도 군산시 나운동 156-2,군산시-01390,1,N,35.95886133,126.6988345,2,5.0,10.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,의료원로,전북특별자치도 군산시 나운동 159,군산시-01391,1,Y,35.959079,126.6989225,4,5.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,한밭로,전북특별자치도 군산시 나운동 874,군산시-01399,1,N,35.963433,126.6914711,2,6.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,대학로,전북특별자치도 군산시 나운동 874,군산시-01400,1,N,35.963433,126.6914711,6,6.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,부원로,전북특별자치도 군산시 나운동 874,군산시-01401,1,N,35.963433,126.6914711,4,6.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,대학로,전북특별자치도 군산시 나운동 874,군산시-01402,1,N,35.963433,126.6914711,7,6.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,산북로,전북특별자치도 군산시 산북동 3626,군산시-01405,4,N,35.961402,126.6745505,4,4.0,16.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,산북로,전북특별자치도 군산시 산북동 319-2,군산시-01407,4,N,35.959831,126.673285,5,5.0,16.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,공단대로,전북특별자치도 군산시 수송동 49-17,군산시-01355,4,N,35.959451,126.716281,6,8.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,공단대로,전북특별자치도 군산시 수송동 49-17,군산시-01356,4,N,35.959451,126.716281,5,8.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,월명로,전북특별자치도 군산시 수송동 891,군산시-01357,4,N,35.964436,126.7156373,6,8.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,월명로,전북특별자치도 군산시 수송동 49-28,군산시-01358,4,N,35.959292,126.715751,7,8.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,공단대로,전북특별자치도 군산시 지곡동 263-1,군산시-01363,1,N,35.959468,126.711137,6,8.0,26.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,공단대로,전북특별자치도 군산시 지곡동 263-1,군산시-01366,1,N,35.959468,126.711137,7,6.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,축동로,전북특별자치도 군산시 지곡동 263-1,군산시-01370,1,N,35.959468,126.711137,3,6.0,12.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,공산대로,전북특별자치도 군산시 지곡동 263-1,군산시-01371,4,N,35.959468,126.711137,8,6.0,26.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,백토로,전북특별자치도 군산시 지곡동 285-1,군산시-01379,4,N,35.960658,126.7054436,6,6.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,백토로,전북특별자치도 군산시 나운동 160,군산시-01380,1,N,35.958693,126.7043151,4,6.0,20.0,Y, , ,Y,Y, ,4671000
경상남도,김해시,천곡로15번길,경상남도 김해시 주촌면 천곡리 1373-2,231,1,N,35.232121,128.837781,2,4.0,5.86,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,천곡로,경상남도 김해시 주촌면 천곡리 1404,239,1,N,35.233847,128.839482,6,6.0,18.42,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,선천남로,경상남도 김해시 주촌면 선지리 693-1,240,1,N,35.234037,128.839696,7,8.0,22.01,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,천곡로,경상남도 김해시 주촌면 선지리 870-9,241,1,N,35.233836,128.839976,4,6.0,13.12,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,선천남로,경상남도 김해시 주촌면 선지리 870-8,242,1,N,35.233679,128.839759,7,8.0,22.98,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,선천남로,경상남도 김해시 주촌면 선지리 891-2,253,1,N,35.232462,128.840185,6,8.0,20.63,Y,N,N,Y,Y,N,5350000
경상남도,김해시,가야로,경상남도 김해시 동상동 1136,736,1,N,35.24142608,128.8841558,4,6.1,13.75,Y,N,N,Y,Y,N,5350000
경상남도,김해시,대동로,경상남도 김해시 불암동 220-157,2146,1,N,35.22307771,128.927465,4,8.0,18.4,Y,N,N,Y,Y,N,5350000
경상남도,김해시,김해대로,경상남도 김해시 불암동 220-84,2147,1,N,35.222661,128.9277222,8,7.7,38.75,Y,N,N,Y,Y,N,5350000
경상남도,김해시,식만로,경상남도 김해시 불암동 220-246,2148,1,N,35.22270331,128.9267841,4,4.0,23.4,Y,N,N,Y,Y,N,5350000
경상남도,김해시,분성로,경상남도 김해시 동상동 635-4,2154,4,N,35.23441883,128.889741,3,5.97,12.65,Y,N,N,Y,Y,N,5350000
경상남도,김해시,분성로,경상남도 김해시 동상동 633-19,2155,4,N,35.23500934,128.889933,5,5.97,17.17,Y,N,N,Y,Y,N,5350000
경상남도,김해시,서부로,경상남도 김해시 주촌면 내삼리 678-7,2479,1,N,35.23459883,128.8218442,2,6.8,3.97,Y,N,N,N,N,Y,5350000
경상남도,김해시,호계로,경상남도 김해시 부원동 459-1,2482,1,N,35.21691569,128.8873941,5,6.08,16.0,Y,N,N,Y,Y,N,5350000
경상남도,김해시,호계로,경상남도 김해시 부원동 526-6,2483,1,N,35.21523042,128.8891036,5,5.63,16.0,Y,N,N,Y,N,Y,5350000
경상남도,김해시,김해대로,경상남도 김해시 구산동 1094,2484,1,N,35.25697828,128.8654338,4,26.23,5.94,Y,N,N,Y,N,N,5350000
경상남도,김해시,김해대로1902번길,경상남도 김해시 구산동 1083-1,2489,1,N,35.25300094,128.8670788,4,10.8,5.99,Y,N,N,Y,Y,N,5350000
경상남도,김해시,나전로,경상남도 김해시 생림면 사촌리 436-1,2120,4,N,35.31950318,128.8652283,6,13.41,8.0,Y,N,N,Y,N,Y,5350000
경상남도,김해시,생림대로,경상남도 김해시 생림면 나전리 795-1,2121,1,N,35.31563143,128.8695003,5,14.05,8.0,Y,Y,N,Y,N,Y,5350000
경상남도,김해시,김해대로,경상남도 김해시 지내동 537,2136,1,N,35.22808406,128.9231207,6,6.0,26.15,Y,N,N,Y,Y,N,5350000
경상남도,김해시,김해대로,경상남도 김해시 불암동 79-7,2138,1,N,35.22480376,128.9262925,7,8.0,25.75,Y,N,N,Y,Y,N,5350000
경상남도,김해시,장척로,경상남도 김해시 상동면 대감리 624-4,2141,1,N,35.30777368,128.9300079,2,3.78,7.0,Y,N,N,Y,Y,N,5350000
경상남도,김해시,선천남로,경상남도 김해시 주촌면 선지리 750-23,230,1,N,35.235938,128.839923,4,6.0,13.94,Y,N,N,Y,Y,Y,5350000
인천광역시,남동구,논고개로,인천광역시 남동구 논현동 785,1178,4,N,37.39886614,126.7267256,10,6.0,45.0,Y, , ,Y,Y, ,3530000
경상남도,김해시,분성로,경상남도 김해시 외동 704-16,179,4,N,35.23262809,128.851625,7,6.0,20.25,Y,N,N,Y,Y,N,5350000
경상남도,김해시,분성로,경상남도 김해시 외동 760,181,1,N,35.23297911,128.8498208,7,6.0,21.24,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,분성로,경상남도 김해시 외동 760,182,1,N,35.23297911,128.8498208,8,6.0,24.01,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,선천로,경상남도 김해시 주촌면 선지리 670-12,185,4,N,35.23437774,128.8447888,7,6.0,21.18,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,선천로,경상남도 김해시 주촌면 선지리 750-24,187,4,N,35.2361926,128.8401445,7,6.0,22.16,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,천곡로7번길,경상남도 김해시 주촌면 천곡리 1376-9,189,1,N,35.232409,128.839259,2,2.0,4.98,Y,N,N,Y,Y,N,5350000
경상남도,김해시,선천북로,경상남도 김해시 주촌면 천곡리 680-22,193,1,N,35.23673409,128.8342763,5,8.0,28.11,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,서부로,경상남도 김해시 주촌면 천곡리 680-13,194,1,N,35.237093,128.834019,9,8.0,27.32,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,선천로,경상남도 김해시 주촌면 천곡리 680-46,195,1,N,35.237154,128.834757,9,8.0,28.51,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,선천북로,경상남도 김해시 주촌면 선지리 1372-4,198,1,N,35.237304,128.834248,4,6.0,16.71,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,분성로,경상남도 김해시 외동 887-3,175,4,N,35.23293119,128.8490306,2,4.0,8.11,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,천곡로,경상남도 김해시 주촌면 천곡리 1381-1,147,4,N,35.225913,128.843114,5,6.0,19.5,Y,N,N,Y,Y,Y,5350000
대전광역시,서구,청사로,대전광역시 서구 둔산동 1520,1847,1,N,36.3597945,127.3950816,4,6.0,21.4,Y, , ,Y,Y,Y,6300000
경상남도,김해시,본산로,경상남도 김해시 진영읍 여래리 970,1955,1,N,35.30653475,128.7376178,4,6.0,13.5,Y,N,N,Y,Y,N,5350000
경상남도,김해시,본산로,경상남도 김해시 진영읍 여래리 967-4,1956,1,N,35.30716706,128.7379544,4,6.0,14.8,Y,N,N,Y,Y,N,5350000
경상남도,김해시,본산로,경상남도 김해시 진영읍 여래리 971,1959,1,N,35.30732822,128.739615,5,6.1,11.7,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,본산로,경상남도 김해시 진영읍 여래리 971,1960,1,N,35.30732822,128.7396566,4,5.9,14.8,Y,N,N,Y,Y,N,5350000
경상남도,김해시,본산로,경상남도 김해시 진영읍 여래리 971,1961,1,N,35.30732822,128.7396566,4,6.0,14.8,Y,N,N,Y,Y,N,5350000
경상남도,김해시,본산로,경상남도 김해시 진영읍 여래리 971,1962,1,N,35.30732822,128.7396566,6,6.0,22.1,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,본산로,경상남도 김해시 진영읍 여래리 971,1963,1,N,35.30732822,128.739657,6,6.0,20.4,Y,N,N,Y,Y,Y,5350000
경상남도,양산시,대동로,경상남도 양산시 어곡동 912,양산신-4027,1,N,35.37586459,129.018449,4,8.0,15.0,Y,N,N,Y,Y,N,5380000
