sido,sigungu,doro,address,crosswalk_id,crosswalk_type,highland,crosswalk_lat,crosswalk_lon,roadnum,crosswalk_width,crosswalk_length,signal,button,sound_signal,bump,braille_block,spotlight,org_code
전북특별자치도,군산시,공단대로,전북특별자치도 군산시 소룡동 693,군산시-00733,1,N,35.976755,126.6748667,2,6.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,공항로,전북특별자치도 군산시 소룡동 1044-6,군산시-00736,1,N,35.98047206,126.6827582,6,6.0,24.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,공항로,전북특별자치도 군산시 소룡동 960,군산시-00738,1,N,35.976805,126.680131,6,6.0,25.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,대학로,전북특별자치도 군산시 문화동 915-26,군산시-00743,1,N,35.972344,126.704143,4,7.0,16.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,백토로,전북특별자치도 군산시 문화동 915-26,군산시-00747,4,N,35.972344,126.704143,2,6.0,11.0,Y, , ,N,N, ,4671000
전북특별자치도,군산시,백토로,전북특별자치도 군산시 문화동 915-26,군산시-00749,4,N,35.972344,126.704143,2,6.0,10.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,구암로,전북특별자치도 군산시 구암동 18-3,군산시-01199,1,N,35.984435,126.7572715,6,8.0,22.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,궁멀길,전북특별자치도 군산시 구암동 409-5,군산시-01202,1,N,35.986167,126.745546,4,6.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,궁멀길,전북특별자치도 군산시 구암동 261-3,군산시-01203,1,N,35.985874,126.746016,4,6.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,궁멀길,전북특별자치도 군산시 구암동 409-5,군산시-01204,1,N,35.986167,126.745546,4,6.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,궁멀길,전북특별자치도 군산시 구암동 610-20,군산시-01205,1,N,35.985319,126.7448257,4,6.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,강변로,전북특별자치도 군산시 내흥동 863-77,군산시-01206,4,N,35.988731,126.7441597,6,6.0,22.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,강변로,전북특별자치도 군산시 경암동 492-29,군산시-01208,4,N,35.985312,126.7369129,6,8.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,조촌로,전북특별자치도 군산시 경암동 492-29,군산시-01209,4,N,35.985312,126.7369129,4,8.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,조촌로,전북특별자치도 군산시 경암동 504-3,군산시-01211,1,N,35.98318928,126.737664,6,6.0,34.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 중동 237-1,군산시-01213,1,N,35.983752,126.724182,4,8.0,14.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 금암동 274-21,군산시-01216,1,N,35.986019,126.724073,4,6.0,12.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,강변로,전북특별자치도 군산시 금암동 274-220,군산시-01217,1,N,35.985882,126.7244682,6,8.0,22.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 금암동 274-21,군산시-01218,1,N,35.986019,126.724073,4,8.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 신영동 20-1,군산시-01222,1,N,35.98769617,126.719273,4,8.0,14.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 장미동 10-1,군산시-01224,1,N,35.9883793,126.7162606,4,8.0,14.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 장미동 3-1,군산시-01225,1,N,35.988104,126.717303,4,8.0,14.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,항쟁로,전북특별자치도 군산시 임피면 축산리 591-6,군산시-01173,1,N,35.98668586,126.8618794,2,6.0,13.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,동군산로,전북특별자치도 군산시 임피면 축산리 533-2,군산시-01174,1,N,35.989283,126.8548965,3,5.0,15.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암로,전북특별자치도 군산시 개정면 아동리 645-1,군산시-01193,4,N,35.986658,126.767728,2,6.0,9.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,구암로,전북특별자치도 군산시 개정면 아동리 645-7,군산시-01194,4,N,35.985732,126.765302,8,8.0,28.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,백릉로,전북특별자치도 군산시 구암동 180-3,군산시-01197,4,N,35.983326,126.754894,2,6.0,11.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,구암로,전북특별자치도 군산시 구암동 180-3,군산시-01198,4,N,35.983326,126.754894,6,8.0,22.0,Y, , ,Y,N, ,4671000
인천광역시,남동구,인하로,인천광역시 남동구 구월동 1514-1,848,2,N,37.44312969,126.7150563,4,8.0,24.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,인하로,인천광역시 남동구 구월동 1512-2,849,2,N,37.44313158,126.7143952,4,8.0,22.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,선수촌공원로23번길,인천광역시 남동구 구월동 1543-2,867,1,N,37.44089093,126.7097043,2,6.0,13.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,선수촌공원로17번길,인천광역시 남동구 구월동 1596,881,1,N,37.43968645,126.709215,4,6.0,15.0,Y, , ,Y,Y, ,3530000
대전광역시,중구,오류로,대전광역시 중구 오류동 196-1,1759,1,N,36.32232226,127.4048843,4,6.9,15.2,Y, , ,Y,Y,N,6300000
경상남도,거제시,성산로3길,경상남도 거제시 옥포동 888-4,657,1,N,34.89770404,128.6957027,3,6.0,8.5,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,성산로3길33,경상남도 거제시 옥포동 874-11,658,1,N,34.89812548,128.6953228,2,2.0,15.0,Y,N,N,Y,Y,N,5370000
경상남도,거제시,성산로3길,경상남도 거제시 옥포동 888-4,663,1,N,34.89778905,128.6957027,3,4.0,12.0,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,서간도길,경상남도 거제시 옥포동 1805,666,1,N,34.89111959,128.6891046,2,4.0,18.0,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,서간도길,경상남도 거제시 옥포동 1840,667,1,N,34.88874207,128.6911943,3,4.0,9.5,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,거제대로,경상남도 거제시 아양동 34,66,1,N,34.86331846,128.7029645,6,6.0,21.0,Y,N,N,Y,N,Y,5370000
경상남도,거제시,옥포국산로,경상남도 거제시 옥포동 산 189-1,630,1,N,34.90415967,128.68577,2,4.0,9.0,Y,N,N,Y,N,N,5370000
경상남도,거제시,옥포국산로,경상남도 거제시 옥포동 산 189-2,631,1,N,34.9043295,128.6858148,2,4.0,9.0,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,옥포국산로,경상남도 거제시 옥포동 산 216-124,634,1,N,34.90040198,128.6878634,3,4.0,10.0,Y,N,N,Y,N,Y,5370000
경상남도,거제시,옥포국산로,경상남도 거제시 옥포동 1796-33,635,1,N,34.89866911,128.6924859,3,4.0,13.0,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,국산1길,경상남도 거제시 옥포동 888-1,646,1,N,34.89786739,128.6924786,2,3.0,8.0,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,거제대로,경상남도 거제시 아양동 746-2,64,1,N,34.86396924,128.7009657,2,4.0,6.5,Y,N,N,Y,N,Y,5370000
전북특별자치도,군산시,동군산로,전북특별자치도 군산시 임피면 축산리 156-1,군산시-01171,4,N,35.99172535,126.858975,2,6.0,10.0,Y, , ,Y,Y, ,4671000
충청남도,예산군,추사로,충청남도 예산군 신암면 종경리 산 1-4,신암면050,1,N,36.743496,126.824375,2,4.0,7.4,Y,N,N,N,N, ,4610000
충청남도,예산군,추사로,충청남도 예산군 신암면 종경리 산 3-2,신암면052,1,N,36.741354,126.825321,3,7.8,12.6,Y,N,N,N,N, ,4610000
전북특별자치도,군산시,문화로,전북특별자치도 군산시 수송동 761-10,군산시-01128,1,N,35.969889,126.7138914,2,4.0,14.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,월명로,전북특별자치도 군산시 수송동 430-30,군산시-01129,1,N,35.970384,126.7155413,4,6.0,14.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,월명로,전북특별자치도 군산시 수송동 415-6,군산시-01130,1,N,35.97032249,126.715661,4,8.0,14.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,월명로,전북특별자치도 군산시 수송동 430-30,군산시-01131,1,N,35.970384,126.7155413,4,8.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,진포1길,전북특별자치도 군산시 수송동 415-11,군산시-01132,1,N,35.97050493,126.715892,2,4.0,8.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,진포2길,전북특별자치도 군산시 수송동 416-5,군산시-01135,1,N,35.97176909,126.7156318,3,4.0,10.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 금동 46-7,군산시-01139,4,N,35.991618,126.708829,4,8.0,22.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 장미동 39-2,군산시-01144,1,N,35.990382,126.7113061,4,8.0,19.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,하신3길,전북특별자치도 군산시 나운동 874,군산시-01103,1,N,35.963433,126.6914711,3,4.0,9.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,백토로,전북특별자치도 군산시 문화동 31-5,군산시-01109,1,N,35.970846,126.7057725,4,6.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서흥안2길,전북특별자치도 군산시 문화동 23-13,군산시-01119,1,N,35.97066735,126.7078701,1,2.0,6.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,축동로,전북특별자치도 군산시 문화동 852,군산시-01121,1,N,35.970067,126.7104356,2,6.0,10.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,장산로,전북특별자치도 군산시 소룡동 1-16,군산시-01076,1,N,35.97064948,126.607325,2,4.0,26.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,외항안길,전북특별자치도 군산시 소룡동 46,군산시-01077,1,N,35.970006,126.629954,4,8.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,외항안길,전북특별자치도 군산시 소룡동 17,군산시-01078,1,N,35.97116838,126.6285063,4,8.0,16.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,임해로,전북특별자치도 군산시 소룡동 17,군산시-01079,1,N,35.97116838,126.6285063,4,8.0,18.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,임해로,전북특별자치도 군산시 소룡동 17,군산시-01080,1,N,35.97116838,126.6285063,4,6.0,16.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,외항로,전북특별자치도 군산시 소룡동 48,군산시-01081,1,N,35.968644,126.634693,6,8.0,28.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,외항로,전북특별자치도 군산시 소룡동 145,군산시-01083,1,N,35.970985,126.644727,6,6.0,25.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,대학로,전북특별자치도 군산시 나운동 649-2,군산시-01099,1,N,35.97109948,126.6988883,4,6.0,15.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,대학로,전북특별자치도 군산시 나운동 660-2,군산시-01100,1,N,35.971562,126.699321,4,8.0,15.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,조촌로,전북특별자치도 군산시 조촌동 796,군산시-01048,1,N,35.973006,126.7378101,6,8.0,22.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 비응도동 4,군산시-01053,1,N,35.968748,126.5330557,4,8.0,24.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 비응도동 4,군산시-01054,4,N,35.968748,126.5330557,6,8.0,24.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 비응도동 4,군산시-01055,1,N,35.968748,126.5330557,6,6.0,30.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 비응도동 4,군산시-01057,1,N,35.968748,126.5330557,6,8.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-01058,1,N,35.971077,126.5521338,6,8.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,군산산단로,전북특별자치도 군산시 비응도동 9,군산시-01059,1,N,35.96414308,126.540449,6,8.0,28.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,자유무역로,전북특별자치도 군산시 오식도동 520,군산시-01061,1,N,35.964616,126.547778,6,8.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-01063,4,N,35.971077,126.5521338,6,6.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-01064,4,N,35.971077,126.5521338,6,6.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,월명로,전북특별자치도 군산시 수송동 416-5,군산시-01030,1,N,35.97176909,126.7156318,4,8.0,12.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,번영로,전북특별자치도 군산시 경장동 527,군산시-01037,1,N,35.972979,126.7271256,6,8.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,백릉로,전북특별자치도 군산시 경장동 527,군산시-01038,1,N,35.972979,126.7271256,4,8.0,22.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,번영로,전북특별자치도 군산시 경장동 527,군산시-01039,1,N,35.972979,126.7271256,6,8.0,25.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,경포천로,전북특별자치도 군산시 경장동 527,군산시-01040,1,N,35.972979,126.7271256,4,8.0,21.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,외항로,전북특별자치도 군산시 소룡동 66,군산시-00994,1,N,35.970997,126.6453813,6,7.0,25.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,십자다리길,전북특별자치도 군산시 산북동 1537-1,군산시-00997,1,N,35.971558,126.659652,4,6.0,14.0,Y, , ,N,N, ,4671000
전북특별자치도,군산시,산북로,전북특별자치도 군산시 소룡동 1576,군산시-00998,4,N,35.972798,126.6804512,1,7.0,10.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,공단대로,전북특별자치도 군산시 소룡동 1576,군산시-01002,1,N,35.972798,126.6804512,5,6.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,대학로,전북특별자치도 군산시 문화동 915-26,군산시-01012,1,N,35.972344,126.704143,4,6.0,14.0,Y, , ,Y,Y, ,4671000
인천광역시,남동구,남동대로,인천광역시 남동구 구월동 787-1,810,4,Y,37.44103089,126.7067285,7,6.0,45.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,남동대로,인천광역시 남동구 구월동 787-1,811,4,N,37.44103089,126.7067285,9,8.0,50.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,인주대로662번길,인천광역시 남동구 구월동 257-2,814,1,N,37.44825779,126.7104077,2,6.0,14.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,인주대로662번길,인천광역시 남동구 구월동 258,815,1,N,37.44815642,126.7091587,2,7.0,16.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,성리로,인천광역시 남동구 구월동 1332,818,1,N,37.44616945,126.7092941,3,6.0,9.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,인하로,인천광역시 남동구 구월동 1514-1,847,1,N,37.44312969,126.7150563,4,8.0,15.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,인하로,인천광역시 남동구 구월동 1447-3,800,1,N,37.44203397,126.7068201,5,6.0,16.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,인하로,인천광역시 남동구 구월동 1447-3,801,1,N,37.44203397,126.7068201,5,7.0,17.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,인하로,인천광역시 남동구 구월동 1583,802,1,N,37.44280301,126.7129945,4,8.0,12.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,인하로,인천광역시 남동구 구월동 1583,803,1,N,37.44280301,126.7129945,4,6.0,15.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,연남로,인천광역시 미추홀구 관교동 16,804,1,N,37.44250844,126.7001312,7,8.0,23.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,연남로,인천광역시 미추홀구 관교동 16,805,1,N,37.44250844,126.7001312,7,8.0,20.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,연남로,인천광역시 미추홀구 관교동 16,806,1,N,37.44250844,126.7001312,7,8.0,21.0,Y, , ,Y,Y, ,3530000
인천광역시,남동구,연남로,인천광역시 연수구 선학동 21-2,807,1,N,37.43891498,126.7018032,7,8.0,25.0,Y, , ,Y,Y, ,3530000
경상남도,김해시,가야로,경상남도 김해시 삼계동 1519-1,767,1,N,35.27043669,128.8604941,6,8.0,20.0,Y,N,N,Y,Y,N,5350000
경상남도,김해시,김해대로,경상남도 김해시 삼계동 1519-16,770,1,N,35.26161713,128.8646526,6,8.0,25.6,Y,N,N,Y,Y,N,5350000
경상남도,김해시,김해대로,경상남도 김해시 삼계동 1155-23,771,1,N,35.266802,128.8617462,4,4.0,15.5,Y,N,N,Y,Y,N,5350000
경상남도,김해시,해반천로,경상남도 김해시 삼계동 1520-1,775,1,N,35.26849287,128.8708987,4,6.0,17.2,Y,N,N,Y,Y,N,5350000
경상남도,김해시,해반천로,경상남도 김해시 삼계동 1520-2,776,1,N,35.25955642,128.8671142,4,6.0,11.8,Y,N,N,Y,Y,N,5350000
경상남도,김해시,해반천로,경상남도 김해시 삼계동 1520-2,779,1,N,35.25955642,128.8671142,4,6.0,12.1,Y,N,N,Y,Y,N,5350000
경상남도,김해시,해반천로,경상남도 김해시 삼계동 1520-2,781,1,N,35.25955642,128.8671142,4,6.0,10.5,Y,N,N,Y,Y,Y,5350000
경상남도,김해시,해반천로,경상남도 김해시 삼계동 1520-3,782,1,N,35.26386282,128.8716019,4,6.0,11.6,Y,N,N,Y,Y,Y,5350000
인천광역시,남동구,논현역로,인천광역시 남동구 논현동 704,1011,1,N,37.40169129,126.7207243,3,6.0,8.0,Y, , ,Y,Y, ,3530000
경상남도,김해시,가락로,경상남도 김해시 대성동 61-14,739,1,N,35.24067955,128.8784914,2,4.0,7.6,Y,N,N,Y,Y,N,5350000
경상남도,김해시,구지로,경상남도 김해시 대성동 255-12,741,1,N,35.23883133,128.879932,4,6.7,21.5,Y,N,N,Y,Y,N,5350000
경상남도,김해시,가락로125번길,경상남도 김해시 대성동 309-1,742,1,Y,35.2376626,128.8806408,2,4.0,5.9,Y,N,N,Y,Y,N,5350000
경상남도,김해시,구지로,경상남도 김해시 대성동 252-12,743,1,N,35.238679,128.8805116,4,5.0,17.3,Y,N,N,Y,Y,N,5350000
경상남도,김해시,가야로,경상남도 김해시 동상동 1136,747,1,N,35.24142608,128.8841558,6,8.0,15.3,Y,N,N,Y,Y,N,5350000
경상남도,김해시,가야로,경상남도 김해시 동상동 1136,748,1,N,35.24142608,128.8841558,4,8.0,14.0,Y,N,N,Y,N,N,5350000
경상남도,김해시,구지로,경상남도 김해시 동상동 281-42,750,1,N,35.23902382,128.882774,4,6.0,12.7,Y,N,N,Y,Y,N,5350000
경상남도,김해시,호계로,경상남도 김해시 동상동 320,752,1,N,35.23825218,128.884345,4,6.0,14.22,Y,N,N,Y,Y,N,5350000
경상남도,김해시,호계로,경상남도 김해시 동상동 320,753,1,N,35.23825218,128.884345,4,6.0,14.6,Y,N,N,Y,Y,N,5350000
경상남도,김해시,호계로,경상남도 김해시 동상동 320,754,1,N,35.238214,128.884343,4,6.0,13.6,Y,N,N,Y,Y,N,5350000
경상남도,김해시,호계로,경상남도 김해시 동상동 320,755,1,N,35.23825218,128.884345,4,6.0,22.2,Y,N,N,Y,Y,N,5350000
경상남도,김해시,구지로,경상남도 김해시 동상동 1134,757,1,N,35.238151,128.8872195,4,6.0,13.11,Y,N,N,Y,Y,N,5350000
경상남도,김해시,생림대로,경상남도 김해시 삼계동 1519-1,758,1,N,35.27043669,128.8604941,6,5.8,15.0,Y,N,N,Y,Y,N,5350000
경상남도,김해시,해반천로,경상남도 김해시 삼계동 1519-3,759,1,N,35.27139041,128.863161,5,6.0,13.0,Y,N,N,Y,Y,N,5350000
경상남도,김해시,생림대로,경상남도 김해시 삼계동 1519-1,760,1,N,35.27043669,128.8604941,4,8.0,12.7,Y,N,N,Y,Y,N,5350000
경상남도,김해시,생림대로,경상남도 김해시 삼계동 1519-1,762,1,N,35.27043669,128.8604941,5,8.0,19.2,Y,N,N,Y,Y,N,5350000
경상남도,김해시,해반천로,경상남도 김해시 삼계동 1520-2,765,1,N,35.25955642,128.867114,4,6.0,11.7,Y,N,N,Y,Y,N,5350000
경상남도,김해시,가야로,경상남도 김해시 삼계동 1520-1,766,1,N,35.26849287,128.8708987,4,4.2,12.6,Y,N,N,Y,Y,N,5350000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-00976,4,N,35.971077,126.5521338,3,6.0,14.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-00977,4,N,35.971077,126.5521338,6,6.0,23.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 839,군산시-00979,4,N,35.972813,126.563173,3,6.0,19.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-00980,4,N,35.971077,126.5521338,6,6.0,23.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-00982,1,N,35.971077,126.5521338,6,8.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-00983,1,N,35.971077,126.5521338,6,8.0,24.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-00985,4,N,35.971077,126.5521338,6,6.0,25.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 504,군산시-00986,4,N,35.97111184,126.5595829,4,6.0,21.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-00987,4,N,35.971077,126.5521338,6,6.0,25.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,서해로,전북특별자치도 군산시 오식도동 516,군산시-00988,1,N,35.971077,126.5521338,5,7.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,가도로,전북특별자치도 군산시 오식도동 516,군산시-00989,1,N,35.971077,126.5521338,3,7.0,22.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,임해로,전북특별자치도 군산시 소룡동 17,군산시-00993,1,N,35.97116838,126.6285063,4,6.0,14.0,Y, , ,Y,N, ,4671000
경기도,수원시청,동수원로,경기도 수원시 영통구 매탄동 810-2,수원-1193,1,N,37.26731163,127.0425746,6,11.8,23.0,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 영통구 매탄동 810-3,수원-1194,4,N,37.26558864,127.0413586,7,8.1,25.6,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 팔달구 인계동 1117-1,수원-1195,4,N,37.2651395,127.0398597,7,8.1,24.8,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 영통구 매탄동 1353,수원-1197,1,N,37.26073838,127.0392662,9,6.4,33.8,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 영통구 매탄동 1154,수원-1198,1,N,37.25941827,127.0390512,7,5.9,24.0,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 영통구 매탄동 1162,수원-1199,1,N,37.2559916,127.0390589,7,8.4,23.5,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 영통구 매탄동 1162,수원-1200,1,N,37.2559916,127.0390589,7,5.9,26.9,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 영통구 매탄동 1180,수원-1201,1,N,37.2562221,127.0368805,7,6.4,25.4,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 영통구 매탄동 1181-6,수원-1202,1,N,37.25512945,127.0363797,7,8.1,24.6,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 권선구 권선동 1235,수원-1204,1,N,37.25425547,127.0328403,7,8.0,29.7,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 권선구 권선동 12-1,수원-1205,1,N,37.25263767,127.0353801,7,8.0,26.7,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 권선구 권선동 1294-2,수원-1206,1,N,37.25132856,127.0348469,7,8.3,26.4,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 권선구 권선동 1296-5,수원-1207,1,N,37.2502553,127.0346956,9,8.1,30.2,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 권선구 권선동 1311-1,수원-1211,1,N,37.24933324,127.0340248,8,8.1,26.7,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 권선구 권선동 1312,수원-1212,1,N,37.24810467,127.033795,8,8.1,24.0,Y, , , ,N, ,3740000
경기도,수원시청,동수원로,경기도 수원시 권선구 권선동 1315,수원-1213,4,N,37.2476202,127.0340391,9,7.5,21.6,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 권선구 권선동 162-4,수원-1214,4,N,37.24626137,127.0316571,9,8.3,24.2,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 권선구 곡반정동 515-5,수원-1215,1,N,37.24459513,127.0317312,7,10.0,27.1,Y, , , ,Y, ,3740000
경기도,수원시청,동수원로,경기도 수원시 권선구 곡반정동 516-10,수원-1216,1,N,37.2432277,127.0309618,9,9.7,30.7,Y, , , ,Y, ,3740000
전북특별자치도,군산시,자유로,전북특별자치도 군산시 오식도동 525,군산시-01467,1,N,35.959979,126.5518839,5,8.0,15.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,자유로,전북특별자치도 군산시 오식도동 525,군산시-01468,1,N,35.959979,126.5518839,4,8.0,15.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,자유무역로,전북특별자치도 군산시 오식도동 844,군산시-01469,1,N,35.959619,126.548169,6,8.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,군산산단로,전북특별자치도 군산시 비응도동 9,군산시-01473,1,N,35.96414308,126.540449,7,10.0,30.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,자유로,전북특별자치도 군산시 비응도동 15,군산시-01474,1,N,35.958953,126.5325737,4,8.0,16.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,자유로,전북특별자치도 군산시 오식도동 525,군산시-01475,1,N,35.959979,126.5518839,4,8.0,18.0,Y, , ,Y,Y, ,4671000
