distance_m,confidence,sido,sigungu,cw_uid,sg_uid,fk_cw_ok,fk_sg_ok,sg_sido,sg_sigungu,sg_region_mismatch
19.997373975813435,0.8000262602418656,대전광역시,중구,CW_010901,SG_008783,True,True,대전광역시,서구,True
32.631319199949644,0.6736868080005036,대전광역시,중구,CW_010901,SG_008782,True,True,대전광역시,서구,True
9.024383839525449,0.9097561616047456,대전광역시,중구,CW_010915,SG_008146,True,True,대전광역시,서구,True
9.641648879631946,0.9035835112036804,대전광역시,중구,CW_010915,SG_008147,True,True,대전광역시,서구,True
11.797566265637148,0.8820243373436285,대전광역시,중구,CW_010917,SG_008246,True,True,대전광역시,서구,True
14.539732474784037,0.8546026752521596,대전광역시,중구,CW_010917,SG_008245,True,True,대전광역시,서구,True
21.41532824093228,0.7858467175906771,대전광역시,중구,CW_010917,SG_008247,True,True,대전광역시,서구,True
24.38805207963919,0.7561194792036081,대전광역시,중구,CW_010917,SG_008244,True,True,대전광역시,서구,True
38.22711777154731,0.6177288222845269,대전광역시,중구,CW_010917,SG_008243,True,True,대전광역시,서구,True
44.66777168258355,0.5533222831741644,대전광역시,중구,CW_010917,SG_008248,True,True,대전광역시,서구,True
47.416804164741706,0.525831958352583,대전광역시,중구,CW_010917,SG_008249,True,True,대전광역시,서구,True
57.6101233623969,0.4238987663760309,대전광역시,중구,CW_010917,SG_008242,True,True,대전광역시,서구,True
11.812644953388592,0.881873550466114,대전광역시,중구,CW_010918,SG_008243,True,True,대전광역시,서구,True
12.37233465295722,0.8762766534704278,대전광역시,중구,CW_010918,SG_008244,True,True,대전광역시,서구,True
16.307310445586708,0.8369268955441329,대전광역시,중구,CW_010918,SG_008245,True,True,대전광역시,서구,True
39.22053975672035,0.6077946024327965,대전광역시,중구,CW_010918,SG_008246,True,True,대전광역시,서구,True
49.43303570280065,0.5056696429719935,대전광역시,중구,CW_010918,SG_008247,True,True,대전광역시,서구,True
63.80207885210741,0.361979211478926,대전광역시,중구,CW_010918,SG_008248,True,True,대전광역시,서구,True
66.31453709216798,0.3368546290783202,대전광역시,중구,CW_010918,SG_008242,True,True,대전광역시,서구,True
66.61224160911567,0.3338775839088432,대전광역시,중구,CW_010918,SG_008249,True,True,대전광역시,서구,True
5.244397267747654,0.9475560273225234,대전광역시,중구,CW_010919,SG_008244,True,True,대전광역시,서구,True
10.51856098013246,0.8948143901986754,대전광역시,중구,CW_010919,SG_008245,True,True,대전광역시,서구,True
29.36451797891291,0.7063548202108709,대전광역시,중구,CW_010919,SG_008243,True,True,대전광역시,서구,True
34.50231710312144,0.6549768289687856,대전광역시,중구,CW_010919,SG_008246,True,True,대전광역시,서구,True
44.17019677478898,0.5582980322521102,대전광역시,중구,CW_010919,SG_008247,True,True,대전광역시,서구,True
65.6808125276472,0.3431918747235279,대전광역시,중구,CW_010919,SG_008248,True,True,대전광역시,서구,True
68.5114157813334,0.314885842186666,대전광역시,중구,CW_010919,SG_008249,True,True,대전광역시,서구,True
74.08165817085498,0.2591834182914502,대전광역시,중구,CW_010919,SG_008242,True,True,대전광역시,서구,True
15.356448916987972,0.8464355108301203,대전광역시,중구,CW_010920,SG_008247,True,True,대전광역시,서구,True
19.283288400629043,0.8071671159937096,대전광역시,중구,CW_010920,SG_008246,True,True,대전광역시,서구,True
38.18070544453653,0.6181929455546347,대전광역시,중구,CW_010920,SG_008245,True,True,대전광역시,서구,True
43.27479329803191,0.5672520670196809,대전광역시,중구,CW_010920,SG_008248,True,True,대전광역시,서구,True
45.24442143173338,0.5475557856826663,대전광역시,중구,CW_010920,SG_008249,True,True,대전광역시,서구,True
